id,d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23
vacancy_0348,-8.648268,-8.415939,8.826210,1.519518,-8.206897,3.523587,-7.543840,-6.739631,1.027200,-3.125212,-3.194676,4.491649,-0.961568,4.733371,3.912503,-6.351591,-0.620073,2.809555,2.085023,-0.497568,9.996587,6.917126,-0.541588,8.409476
vacancy_0349,4.724423,-3.405240,4.345628,3.201202,-1.806198,1.987654,-7.756889,5.440490,-10.025220,-3.961502,2.694006,-6.648568,-6.978050,6.197973,0.003262,-7.542057,2.100317,4.948497,-5.472787,7.144727,-10.325756,-0.115287,0.633462,8.711436
vacancy_0350,-7.294884,-0.882855,4.541025,-7.286545,-8.298247,1.736845,0.159834,-1.292073,5.455267,3.184990,-0.089448,0.403094,-8.464794,-8.444821,8.277749,0.026320,2.121618,-4.481577,-1.543176,-3.821589,-4.576482,-8.232625,6.900308,8.473766
vacancy_0351,9.858278,6.754591,-5.712473,8.374918,-1.194629,8.531210,-5.655190,-3.743856,9.352750,-6.948986,-0.440678,-2.643528,7.492388,-7.297727,-7.242019,0.065120,6.612032,-7.227005,2.431226,-1.511759,5.091455,-0.870012,-4.097503,1.166824
vacancy_0352,6.151294,4.741650,1.838415,7.866782,-4.951790,-5.657285,6.600736,-6.666143,3.812731,2.178344,-2.850369,-1.828768,2.469340,7.974536,-5.677465,1.089286,-5.931647,-8.182583,-10.126429,-6.686366,-3.796861,3.152149,-8.285590,7.076107
vacancy_0353,5.553023,4.337664,1.220396,8.262553,-4.454923,-6.025997,5.127975,-7.509801,3.754289,0.989803,-1.880208,-1.689651,0.702209,7.083317,-6.334838,0.926260,-5.183783,-8.259238,-9.312102,-7.917843,-2.893310,3.537126,-8.459370,5.688260
vacancy_0354,5.155482,3.933376,2.539069,8.078083,-3.897111,-6.370480,6.345870,-6.999501,3.038775,1.574073,-2.535114,-1.956856,0.803093,8.449198,-6.463747,0.249506,-4.751743,-7.916661,-9.411487,-6.998181,-3.217835,3.503886,-7.930641,6.872932
vacancy_0355,5.648943,-3.895282,4.285239,4.424328,-2.234319,1.814813,-7.189169,6.720892,-9.114273,-5.367200,1.145728,-7.404308,-6.046240,6.723497,0.184706,-7.012994,1.703755,5.270536,-5.129016,6.719572,-10.022691,-1.349598,1.673154,7.670535
vacancy_0356,-7.491173,-1.964880,5.276264,-7.143509,-8.122249,0.712905,-1.067483,-0.842969,5.825609,3.232414,0.630928,2.989755,-6.954515,-7.342041,8.385722,-0.072255,2.269608,-4.534622,-2.261298,-3.547698,-5.454564,-8.172824,7.641590,7.523648
vacancy_0357,-6.723356,8.951852,-3.084681,5.387079,-2.676329,-3.441124,6.054532,-3.474823,0.863513,9.044112,11.289722,1.890023,8.055355,7.906321,-6.343974,-8.977409,1.602644,3.543884,7.600991,-8.885041,-4.545746,2.197849,4.468478,0.275799
vacancy_0358,5.539934,4.244192,1.409741,7.617365,-5.235109,-5.139944,6.150204,-6.349103,3.818244,2.107886,-1.707881,-2.377403,1.453970,8.103918,-6.766026,1.379727,-5.679376,-8.301052,-9.346812,-7.219963,-3.579121,4.702342,-7.627960,7.157761
vacancy_0359,-8.342276,-0.654085,5.527649,-8.811047,-7.578423,1.881756,-1.417853,-0.876878,6.357707,4.264440,-0.028678,1.715214,-7.331879,-8.278077,9.275895,-0.308018,2.416768,-5.362494,-2.074181,-4.004216,-5.416504,-9.158976,6.216897,8.684897
vacancy_0360,-2.363467,6.283341,-8.108522,-0.356935,-2.128225,-2.111987,7.518856,-2.969145,-7.466867,1.665532,2.706946,-2.635603,6.812142,0.051103,-1.388062,7.345185,-0.844020,5.470374,2.685850,-0.015442,9.844454,8.188930,-9.837533,3.385607
vacancy_0361,9.499475,7.588180,-5.143212,9.496407,-2.932538,8.755496,-4.240462,-3.469762,9.893839,-6.749689,1.662889,-3.921992,7.955628,-8.013201,-7.686514,-0.937556,6.256710,-7.592938,3.357103,-1.116696,4.425303,-1.181133,-4.436571,0.576358
vacancy_0362,-2.103617,6.865261,-6.620095,-1.800475,-1.384128,-1.646214,9.431029,-1.332265,-7.497065,1.716694,1.494074,-2.914289,7.639404,-0.699942,-1.877367,8.802403,-2.398872,4.865981,2.147955,0.241424,9.908569,8.371490,-10.050329,2.406967
vacancy_0363,-8.086502,-7.529248,9.024138,3.447088,-7.416424,2.647075,-7.516369,-6.726642,1.282576,-3.089545,-3.897194,4.226950,-1.029477,4.633026,3.074902,-4.944146,-0.190142,2.613200,1.342543,-1.249521,9.972314,7.664423,-1.156850,8.832624
vacancy_0364,-7.974520,-8.702420,9.378721,1.375037,-7.408969,3.071546,-7.343356,-5.819443,1.147864,-2.892934,-3.699744,4.158748,-1.371634,4.751708,3.622107,-6.280592,-0.095018,4.524679,2.559223,-0.273612,8.562887,7.455770,-0.240377,6.999734
vacancy_0365,-8.015742,-1.021641,4.603708,-7.749396,-9.009395,1.932498,0.595891,-0.040226,6.002871,2.947037,0.809343,1.628399,-7.016318,-8.475977,8.794737,-0.346387,1.440003,-5.792607,-3.902708,-4.445994,-4.915194,-8.048723,6.068329,8.048382
vacancy_0366,8.881203,7.219038,8.037220,-9.005971,-1.035077,7.367914,1.010099,-6.748032,0.955905,8.744064,9.577170,-8.700821,0.346008,-4.626173,-5.513775,2.331791,-6.594476,8.029151,5.251018,-2.094046,-6.825945,-5.081059,1.991027,6.023684
vacancy_0367,-8.169468,-8.394492,7.937592,1.312730,-6.330148,2.648495,-7.270616,-6.209557,-0.092526,-3.911628,-3.071712,4.239303,-1.183896,3.835039,3.897551,-6.920132,-0.643274,2.816871,2.034934,-0.400635,10.369608,7.849201,0.097015,7.494950
vacancy_0368,9.953088,6.640024,-4.683553,9.184985,-2.477335,8.337704,-6.345836,-5.449392,8.853530,-7.801100,0.339928,-2.157884,8.554754,-7.648805,-8.051936,-0.647305,4.453913,-7.576731,2.374125,-1.921350,5.421481,-2.266151,-4.253481,0.425020
vacancy_0369,11.366951,6.505348,-5.378280,10.130726,-1.592642,8.897275,-5.044775,-4.582277,9.290428,-7.313086,-0.012905,-3.099355,6.765668,-8.775389,-8.414091,-0.270395,5.816907,-8.296745,1.461267,-2.613870,4.462431,-0.813328,-5.104704,0.169623
vacancy_0370,7.805836,6.924204,7.542467,-8.842895,-0.262544,8.728539,2.448407,-6.881370,1.388028,6.937724,9.690009,-7.923842,-1.083161,-3.925382,-4.804170,2.009875,-7.141999,7.748258,5.968784,-2.352526,-6.191054,-5.203922,1.475821,5.496134
vacancy_0371,5.914442,-3.756274,4.723654,3.584642,-2.546205,2.179577,-7.898529,5.990100,-9.601515,-5.350231,1.136144,-7.413113,-6.908476,4.606436,-0.624947,-8.183369,0.847003,4.957650,-6.862199,7.562651,-10.116841,-1.390555,1.512479,9.110886
vacancy_0372,4.960268,3.839472,0.722894,8.107759,-4.081247,-6.377534,7.018888,-6.028996,4.018259,1.378496,-1.761973,-1.837676,1.705837,8.253182,-5.502683,0.818921,-4.488671,-8.053251,-9.363105,-7.995331,-3.252958,5.298679,-9.248602,6.802279
vacancy_0373,-1.847984,7.717078,-7.702441,-2.162896,-2.896658,-2.788273,8.253320,-2.445442,-9.648731,2.882554,1.919141,-2.313599,6.566914,-1.050772,-2.387220,7.345698,-2.597652,5.376299,2.828122,0.681321,10.466562,9.503740,-9.469799,2.432946
vacancy_0374,-1.820287,8.530339,-7.877094,-0.827567,-2.397441,-0.474868,8.252195,-0.706180,-9.537112,2.127061,1.628987,-2.065766,6.631047,0.196530,-2.721631,7.221580,-1.579944,4.866575,3.197132,1.140450,9.375150,8.819652,-8.999196,2.056645
vacancy_0375,10.960056,6.556351,-5.500394,9.059815,-0.830665,8.194275,-5.499625,-4.150565,9.152451,-7.308118,0.304479,-3.883346,7.665342,-9.319839,-7.378144,0.756492,4.850952,-6.405195,2.088072,-1.754054,4.176178,-0.284601,-4.515898,-0.336619
vacancy_0376,-1.041831,6.796788,-7.445764,-1.751148,-2.823527,-0.373450,8.210712,-1.338023,-7.947945,3.003098,1.741548,-1.833663,6.697679,-1.433207,-1.942866,7.749354,-1.966598,5.267678,3.037309,0.892693,9.406395,9.582595,-8.992412,2.332427
vacancy_0377,9.876551,7.312560,-5.534300,8.743439,-1.521945,10.217396,-5.267794,-3.420694,9.063501,-6.855133,-0.481634,-4.158148,8.197821,-8.054917,-8.455821,-0.369758,4.490572,-8.169303,1.888467,-2.744183,5.342160,-0.079128,-4.383037,-0.743800
vacancy_0378,-2.143321,7.080935,-7.657530,-0.746387,-2.317280,-2.161171,8.730368,-2.929629,-8.895820,1.410456,1.736123,-2.332665,6.388070,-0.132487,-1.956560,8.524644,-2.778589,6.292644,3.193065,0.978698,9.929820,9.495136,-9.059749,1.361185
vacancy_0379,-2.941047,8.095415,-6.640436,-1.269920,-3.315365,-1.745426,8.161617,-1.937602,-8.364048,3.344143,2.270502,-2.753830,4.750112,-0.678652,-0.839672,8.213328,-2.119738,5.047035,1.293911,1.064230,9.716489,9.459254,-9.489012,2.623729
vacancy_0380,5.963394,-3.638556,3.881984,3.096996,-2.104767,2.448705,-7.651443,6.931790,-8.926296,-4.984585,1.287558,-7.971950,-6.376346,5.162359,-1.446003,-8.676819,0.268092,4.157289,-6.362860,6.678211,-8.943684,-1.333972,1.479481,6.985186
vacancy_0381,-7.686615,-1.818826,5.038574,-7.142320,-7.585730,0.876015,-0.238926,-0.201147,4.610364,3.598960,0.658725,1.155042,-7.759522,-7.344795,8.048673,-0.677605,2.071966,-5.397142,-3.058146,-4.291090,-4.116547,-8.997382,6.720230,7.524224
vacancy_0382,10.122998,8.042943,-6.134176,9.500852,-1.731816,9.217517,-5.670777,-4.471716,9.973282,-7.261839,0.265715,-3.372310,7.380076,-8.551725,-7.576401,0.464912,5.780043,-7.443545,1.892121,-1.660330,5.849363,-0.412064,-4.964761,0.738847
vacancy_0383,4.970620,4.282711,1.926635,9.348017,-5.045240,-5.145304,6.910068,-7.969366,3.178799,1.632425,-2.703272,-2.275498,1.178794,8.099174,-6.964514,0.974227,-4.324034,-8.006422,-10.493967,-7.635688,-4.064126,6.025255,-7.896850,7.636404
vacancy_0384,-7.618853,-9.414472,8.310795,2.278511,-8.046377,3.719316,-6.494738,-6.804628,0.135477,-2.900261,-2.914822,4.874891,-1.445680,3.939088,4.702082,-5.321603,-0.678569,4.490869,2.114950,-1.108536,9.900340,6.805023,-0.511154,8.158055
vacancy_0385,10.169007,8.270902,-6.079017,10.169684,-1.023304,9.307533,-5.271227,-3.582338,9.627522,-6.923839,0.454176,-3.395047,7.359137,-8.826250,-7.660715,0.514647,4.727831,-7.437576,1.656577,-1.860956,4.206144,-1.095906,-5.264434,-0.281088
vacancy_0386,-8.250672,-8.372254,9.565650,1.526059,-6.851689,3.686039,-6.528534,-5.617739,1.058404,-3.572794,-1.953582,5.359479,-1.707677,5.726969,2.119904,-5.851298,-0.763405,3.797113,1.459741,-1.485925,10.499760,7.754464,0.021130,8.332209
vacancy_0387,9.741981,6.286666,9.064092,-8.758514,0.538306,6.861872,1.513392,-5.962296,1.108615,6.384380,9.456207,-9.078514,1.194548,-3.095656,-5.019947,1.887692,-6.589411,8.716691,6.468429,-3.038037,-7.165421,-5.216243,2.714457,5.546654
vacancy_0388,-7.717328,-8.757476,8.854567,2.533649,-6.682610,3.215074,-7.616769,-5.366641,0.931242,-3.692034,-3.340380,4.556396,-0.984623,3.902099,2.616403,-6.871977,-1.451269,2.634349,1.948369,-0.980967,10.275941,7.554424,0.263723,7.652268
vacancy_0389,-7.083291,-9.604977,8.151041,2.330327,-8.384199,3.182706,-6.181247,-6.108101,1.625223,-3.712523,-2.955902,3.030231,-0.921709,4.434863,3.366103,-5.620970,-1.154926,4.278908,1.352371,0.105125,9.970919,8.294192,-0.915095,8.616368
vacancy_0390,8.302267,7.116261,6.894974,-8.002077,-0.464834,7.358995,1.746896,-7.450159,1.301869,7.795875,8.842573,-7.104300,-0.709917,-3.287446,-4.693797,1.697127,-7.225786,9.136063,5.886172,-2.577434,-6.227212,-4.191995,1.048612,5.402292
vacancy_0391,5.119726,6.162064,1.618544,8.287987,-6.145763,-5.817431,6.403696,-7.623311,3.832375,1.517127,-2.085655,-1.759598,1.299650,7.230362,-6.517876,0.165846,-6.208824,-8.340991,-9.214362,-7.668854,-4.296488,4.526833,-8.187181,6.697049
vacancy_0392,-7.564888,-8.342003,8.673197,3.083153,-7.613748,2.846118,-6.643114,-6.868393,0.785957,-3.647571,-3.280153,5.090267,-2.099853,5.440646,3.215984,-5.127878,-1.081698,3.072241,1.753771,-0.723902,10.022362,6.393488,0.355604,7.638873
vacancy_0393,-6.277472,8.499035,-3.527625,5.280387,-2.612819,-3.572483,5.957558,-3.879524,0.823985,7.470922,10.216629,2.476570,9.337881,6.589015,-7.636604,-7.467013,0.171030,4.035949,7.998192,-8.202792,-4.876009,2.851757,4.236370,-1.439967
vacancy_0394,5.574348,-3.081071,4.253069,3.485602,-1.666169,2.553751,-7.809104,6.070083,-9.289775,-3.680208,1.511636,-6.247509,-6.316235,5.520027,0.419987,-8.293216,0.850622,3.817487,-7.015375,6.852815,-9.376361,-0.843715,1.661755,8.363189
vacancy_0395,-3.701630,7.645332,-6.748782,-1.760210,-2.515789,-1.993821,8.817721,-1.960529,-7.572532,2.709850,2.348731,-1.749613,6.838491,-1.417463,-1.025453,8.872476,-2.279956,6.599868,1.981454,0.922965,8.771726,8.561944,-10.401312,2.623279
vacancy_0396,6.269669,-3.046688,4.949769,3.856671,-2.083411,2.511144,-7.233329,5.708966,-9.092534,-3.933107,1.369859,-6.729673,-7.659933,4.604750,0.111604,-7.160772,0.703618,4.930323,-6.862808,6.278292,-9.025167,-0.681982,0.718190,9.371937
vacancy_0397,-7.605669,-8.179669,8.287794,1.756203,-7.432952,3.249171,-6.618480,-5.666196,0.367732,-4.629576,-3.031865,4.352119,-1.874149,4.986172,3.178326,-5.286180,-0.061814,2.881058,2.090563,-0.714413,9.934457,7.013509,-0.681291,7.712998
vacancy_0398,-7.029688,-0.562004,5.029220,-7.444126,-7.715908,0.755630,0.213589,-0.636899,6.155829,4.284986,-0.575353,1.533131,-7.481872,-8.456453,8.001324,0.053167,1.211392,-5.118875,-2.525596,-4.906285,-5.737584,-9.989996,6.053565,7.553148
vacancy_0399,4.805286,-4.584174,4.784498,3.458322,-1.500243,1.676887,-7.189788,5.880902,-8.715213,-3.577643,1.545711,-7.459056,-7.391735,6.042499,0.278706,-8.882334,0.796708,3.958110,-4.490203,6.740925,-9.896561,-0.584415,2.086527,8.853199
vacancy_0400,-1.784669,8.008872,-5.980467,-1.671172,-1.754282,-1.597055,8.900417,-1.413518,-7.632933,2.780174,1.312116,-2.128544,6.375423,-1.139405,-1.561694,8.515676,-1.405616,6.136291,2.574000,0.563391,10.260078,9.172392,-8.251283,3.106398
vacancy_0401,-7.051354,8.294829,-3.527079,6.622353,-1.724728,-3.657355,6.263205,-4.560881,-0.185268,7.152068,9.562719,1.309723,8.144537,7.288332,-7.039320,-9.038776,0.191275,3.456579,6.426849,-9.103918,-5.226249,2.648174,4.162173,-0.493900
vacancy_0402,-2.386614,6.652225,-8.572876,-0.736028,-2.894295,-1.366508,7.776440,-2.185483,-7.676862,2.482428,1.311411,-2.499295,6.759417,0.691541,-2.206028,8.152121,-1.528619,6.530058,2.575369,-0.141944,10.675264,8.708818,-8.769466,2.124154
vacancy_0403,-7.715263,-8.331877,9.029773,0.863776,-6.113519,3.752472,-6.366929,-6.120352,1.232013,-3.348536,-2.647455,4.311304,-1.360004,3.989644,3.919945,-6.683075,-0.397006,3.276705,1.988052,0.009976,10.001577,6.631431,-0.196797,7.883024
vacancy_0404,-7.569378,-8.188667,8.451687,2.864507,-8.150540,3.969628,-6.851811,-5.153372,1.305757,-2.826916,-3.304877,3.834830,-0.833387,5.041750,2.752149,-6.238076,-0.351724,3.817930,1.976196,-0.469387,9.542346,7.460741,-0.358479,7.567075
vacancy_0405,6.115058,4.048797,2.659602,7.748634,-3.636068,-5.864260,5.697145,-6.942632,3.497077,2.177136,-3.164572,-1.925453,1.316203,7.359218,-6.219894,0.446768,-5.379297,-8.631108,-10.241243,-7.668552,-3.372563,3.769464,-8.072757,6.115849
vacancy_0406,8.619311,6.979556,8.058152,-7.978445,-1.088361,6.774444,2.165968,-6.314165,1.716964,7.324339,7.992165,-8.456604,-0.149203,-2.648812,-5.393038,2.039029,-6.937481,7.871498,5.629967,-2.770821,-6.286002,-4.605943,1.679257,5.071973
vacancy_0407,6.295620,3.599862,1.934773,8.868608,-5.760191,-4.801306,5.514321,-6.377181,3.447229,2.079247,-1.362419,-1.859397,0.674192,8.445445,-5.699636,0.057555,-5.588407,-7.998761,-8.950719,-8.168631,-2.621813,4.807912,-7.131272,6.971258
vacancy_0408,5.921087,4.208564,2.874307,7.444542,-4.061379,-6.167007,5.882305,-6.485646,3.612517,1.432014,-2.286121,-3.087886,1.714738,7.969241,-6.047147,-0.740362,-4.735382,-7.918054,-8.589786,-7.381380,-4.074950,3.696163,-9.038022,6.001907
vacancy_0409,9.727141,6.105577,-5.439260,9.261000,-1.864814,9.133683,-4.795400,-4.492241,8.503719,-7.744772,-0.041553,-2.618718,6.787766,-8.815862,-8.170026,0.963003,5.406839,-7.729162,2.632614,-2.105192,5.606030,-1.919795,-4.118719,0.338569
vacancy_0410,-1.737578,7.122711,-7.611334,-1.471345,-2.908119,-1.381392,8.067784,-1.863436,-8.914122,2.275318,2.210997,-2.198980,6.331107,-0.405073,-3.094076,7.320399,-2.781092,4.533010,1.668766,0.255357,9.916399,8.830400,-9.135157,2.407246
vacancy_0411,-7.595688,-8.229909,8.206108,3.584193,-7.367744,3.524838,-6.553038,-7.568771,1.341248,-3.493266,-3.048356,4.833927,-0.440740,4.299640,2.944174,-4.768210,-2.000031,2.875887,2.458427,-0.185660,8.780888,7.081717,-1.192693,8.018551
vacancy_0412,5.168627,4.081887,0.584957,7.663139,-4.837891,-6.023304,5.558788,-6.327909,3.773652,0.840267,-1.318496,-0.887455,0.815547,8.280499,-6.409982,0.721383,-4.165859,-8.849816,-9.243403,-7.175260,-2.662958,4.084325,-7.835398,5.719823
vacancy_0413,-7.055477,9.583096,-2.746194,5.760982,-1.775550,-2.552880,6.734025,-3.368741,0.366578,9.446534,10.585556,1.220742,7.776241,6.540776,-7.188024,-8.731087,-0.001210,4.112051,7.615059,-7.772737,-4.980668,3.443567,3.840694,-0.973102
vacancy_0414,4.679561,-3.414174,2.959038,3.130642,-1.843478,1.884971,-7.663293,6.742358,-8.263572,-4.651895,2.304479,-6.996929,-7.306751,4.363782,-0.195490,-7.655428,0.762548,5.162758,-6.036648,6.195089,-9.647801,-1.002199,1.393572,7.333249
vacancy_0415,6.403999,-4.454867,3.896499,4.153010,-2.456325,1.830955,-7.669196,6.471260,-9.989248,-3.598428,1.553425,-7.267993,-6.183597,6.576051,-0.820341,-7.325129,1.093591,4.345549,-6.479658,6.968095,-9.045289,-1.133322,1.620534,7.644135
vacancy_0416,9.432685,6.757204,-6.085542,9.597857,-2.500248,8.254923,-6.511761,-4.048717,9.154249,-7.032224,1.078196,-2.975366,7.109499,-9.657799,-7.632876,0.641480,6.049875,-5.862271,2.132062,-1.722964,5.174983,-0.747953,-4.895360,0.369766
vacancy_0417,9.127857,8.809800,8.330176,-8.025846,-0.373934,6.577972,2.170432,-7.506677,1.062801,8.002494,8.563444,-7.085709,-0.981527,-2.675949,-3.303198,1.628215,-6.565715,8.845394,5.299993,-3.506836,-7.190562,-4.654282,1.964845,4.104798
vacancy_0418,10.349102,7.379043,-5.894898,9.828813,-0.695133,7.587730,-5.872395,-3.862154,8.457037,-7.342980,0.082178,-2.513151,8.224880,-8.618495,-8.197622,-0.092096,5.287056,-6.782020,2.562129,-1.543715,4.724629,-1.394342,-6.521022,-0.035171
vacancy_0419,5.075751,-3.493352,4.399375,3.399152,-1.103817,2.196681,-7.890557,6.457667,-9.091257,-3.686361,2.310765,-7.313634,-7.523983,5.285532,0.254675,-7.833636,1.253902,5.589506,-5.893380,6.529488,-10.481806,-0.723016,0.652058,7.845078
vacancy_0420,-8.817731,-8.301058,8.447123,3.185914,-7.409535,4.002361,-6.378722,-5.241247,0.998701,-3.201370,-3.590673,3.990645,-0.948031,4.436773,2.267610,-5.859446,0.325570,2.837643,2.486400,-1.334035,10.322515,8.492917,0.155106,8.209267
vacancy_0421,4.882862,-3.205558,4.328843,4.470971,-1.076294,1.850864,-7.021573,5.284649,-8.742363,-4.398481,2.231240,-6.827788,-6.850580,5.041222,-0.234340,-7.215317,2.106823,4.984775,-6.199316,5.948225,-9.494785,-0.927418,3.245128,8.505084
vacancy_0422,-6.853247,9.032084,-3.901769,5.660527,-2.662795,-3.876859,6.532241,-3.468535,0.443882,8.949414,9.641269,3.421168,7.653803,6.726465,-7.919336,-8.706245,-0.568801,2.735992,8.254608,-8.514154,-5.370322,2.889655,3.617253,-0.619875
vacancy_0423,-7.171044,-9.796207,8.673267,3.405136,-7.029684,4.546091,-7.382695,-5.304881,1.696268,-4.572987,-4.024005,4.069960,-1.742739,3.946905,3.214934,-5.979172,0.068329,2.651369,2.031177,-1.117507,9.092900,6.762449,-0.827336,8.518443
vacancy_0424,5.923313,4.400152,2.472414,7.349228,-5.013388,-5.692403,5.499420,-7.372868,3.360855,2.365981,-2.018917,-1.281828,1.894536,8.000605,-5.089085,-0.514954,-5.169290,-7.855758,-8.172030,-7.768122,-2.737035,4.851808,-7.663084,6.705895
vacancy_0425,-5.900241,9.199126,-3.043826,6.068434,-2.284776,-3.820492,5.854158,-3.462776,1.131675,8.502093,10.128028,1.142369,7.487005,8.120350,-8.132556,-7.129175,-0.428978,3.463721,6.917340,-8.457634,-5.368109,3.209558,5.216516,-0.603524
vacancy_0426,5.405083,4.106889,1.458333,8.265150,-4.499144,-6.226623,4.805723,-6.788123,4.928861,0.626765,-0.549033,-2.242522,1.364168,7.272209,-5.389583,0.436885,-4.721183,-7.916738,-8.910545,-8.065556,-3.960022,4.472947,-7.019652,5.729530
vacancy_0427,8.458856,7.768116,7.818400,-8.943710,-1.090110,6.863547,1.068167,-7.065489,2.093033,7.767206,9.857363,-8.733048,0.400450,-3.516274,-4.738600,1.455650,-7.314401,7.984901,5.708045,-3.389150,-7.545586,-4.124369,2.403163,5.665144
vacancy_0428,-7.829127,-1.620771,4.725225,-8.208071,-8.186083,2.235786,-0.980919,-1.032590,5.179315,3.548478,1.183752,2.273129,-7.591182,-7.211884,8.301461,-0.351743,2.730880,-5.647578,-2.202090,-5.060025,-5.367099,-9.840802,6.614625,7.783222
vacancy_0429,-7.180021,9.933732,-2.817248,6.214571,-1.883707,-3.207554,5.562645,-4.538122,0.082176,8.415703,9.322971,1.917001,7.730998,7.136238,-7.753135,-9.331097,-0.729775,3.214607,7.025692,-9.182907,-5.557446,2.222715,4.493898,-1.025633
vacancy_0430,-7.040812,8.937118,-2.631677,6.251817,-1.954018,-2.355646,7.184984,-4.066500,0.102376,8.177193,9.441402,2.758422,7.936194,7.278452,-6.900823,-7.973972,1.308958,3.405269,6.407706,-8.484750,-5.517235,2.998447,3.760457,-0.601813
vacancy_0431,-8.821827,-8.842017,7.725475,3.105573,-7.941715,4.086019,-5.872140,-6.207333,1.421211,-4.340254,-1.804149,5.023688,-1.325282,4.090889,3.826755,-5.902993,-0.542085,4.369132,1.264040,-0.575473,9.912501,6.201370,-1.476493,7.854682
vacancy_0432,5.745965,-2.910997,5.361443,3.596184,-1.074433,2.693825,-6.703895,6.759423,-9.290578,-4.911510,2.226292,-6.426781,-6.865831,4.448449,0.496228,-8.259967,0.829419,4.572783,-5.240264,6.988630,-9.023186,-0.637336,1.862244,8.317203
vacancy_0433,-7.834181,8.310755,-4.175771,6.650089,-2.792855,-3.490710,6.483587,-3.802404,2.194037,9.528270,9.471600,2.421467,7.957562,7.281067,-7.544540,-7.054322,0.128416,3.622474,7.193888,-8.419382,-4.917950,2.592519,4.258206,-0.168203
vacancy_0434,4.214220,-2.971583,4.528674,4.421308,-1.806752,2.247135,-6.849171,6.715236,-9.787526,-4.260547,2.034393,-7.315308,-7.395510,5.348510,0.714530,-7.704584,1.566646,5.573975,-7.302820,7.451419,-8.988610,-1.481833,1.882706,7.990541
vacancy_0435,-2.576741,7.958237,-8.354174,-1.370813,-2.538661,-1.940487,8.276502,-2.238193,-8.099095,2.377646,2.244935,-1.568652,5.706719,-0.072293,-2.777889,7.664175,-1.919570,5.162714,2.524165,0.645509,8.554907,9.290303,-8.798727,2.485430
vacancy_0436,-2.287172,6.923865,-8.922006,-2.123913,-1.461591,-1.220083,7.945479,-1.832739,-7.489909,3.521630,1.667934,-2.412414,6.123515,0.417810,-1.347339,6.793809,-3.146490,5.900751,3.095521,1.696705,8.449229,7.988922,-10.014976,2.968697
vacancy_0437,8.786580,6.892760,7.917143,-7.720743,-1.906278,6.725809,2.140185,-6.676339,0.954328,7.999998,10.151753,-7.915215,0.115964,-3.160409,-5.383981,1.526729,-6.148907,7.453713,5.344169,-2.477067,-6.339123,-4.970174,2.519501,5.119195
vacancy_0438,-1.496113,7.137536,-6.772610,-1.099386,-2.796004,-2.119932,7.769420,-2.532415,-8.868716,2.386073,1.565141,-2.253984,5.873079,-0.390792,-1.658625,8.073700,-3.138029,6.707178,2.626651,0.614038,9.025278,9.891021,-10.294818,1.533586
vacancy_0439,-6.800521,-9.128604,8.316294,2.608285,-6.592224,4.281180,-7.120792,-6.330575,1.152689,-3.278993,-4.019716,5.000927,-1.396387,5.314466,3.433510,-6.767637,-1.158171,3.556941,2.662638,-0.261545,8.567284,6.055843,-0.880761,8.167493
vacancy_0440,-7.219234,-0.406611,5.186133,-8.456623,-7.994461,1.205761,0.676121,-0.219489,5.644672,2.280480,-0.698953,2.508282,-6.158144,-7.511861,7.966424,-0.931051,2.934838,-3.900901,-1.943535,-4.056019,-5.339031,-8.933444,7.987981,8.085742
vacancy_0441,6.482640,-4.903247,4.258585,2.334344,-1.773532,2.048047,-6.148327,6.746298,-8.324857,-4.281081,1.825648,-7.277367,-7.024625,5.706082,-0.224850,-7.462129,0.719348,4.341518,-5.615907,7.545120,-10.558975,-0.746763,1.238421,7.574268
vacancy_0442,-2.560778,6.606154,-8.505144,-1.328723,-1.925176,-0.984735,8.935795,-2.188859,-7.994812,3.343799,1.721081,-1.611979,5.768207,-0.634924,-2.351731,8.009470,-0.928791,4.342005,1.599301,-0.090572,9.438585,9.009526,-9.276760,3.137072
vacancy_0443,-8.382475,-8.037456,8.583672,2.279071,-8.620851,3.304137,-7.725888,-6.752719,1.712475,-3.894744,-2.468667,4.510815,-1.522603,4.507968,1.856924,-5.319568,-1.245669,2.503970,1.412951,-1.186735,10.546854,6.793580,-0.543498,7.181186
vacancy_0444,-1.897877,7.423073,-7.786641,-2.116645,-3.294182,-1.238598,8.943935,-1.581408,-6.698111,2.300502,0.982366,-2.018681,6.727156,0.244823,-1.021395,8.310927,-2.346715,5.805752,2.745005,-0.255293,9.398779,8.630363,-9.385746,2.794908
vacancy_0445,6.165028,-3.885912,5.354463,3.322040,-1.560305,2.371837,-7.904481,5.716985,-9.903245,-5.498950,1.958360,-6.518520,-6.054843,4.699551,-0.345562,-9.057149,2.092922,5.115023,-6.308580,7.445423,-9.586664,-2.300099,1.743827,8.107925
vacancy_0446,5.833110,-3.767504,3.302479,3.170083,-0.758762,2.497892,-8.390885,6.683851,-8.739872,-3.771708,2.269294,-6.593940,-7.222150,5.412544,-0.128523,-7.637177,0.533795,4.296721,-6.389235,6.900036,-10.123922,-1.321772,1.914814,8.568709
