id,d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23
resume_0541,5.433882,4.988210,1.829782,9.038064,-3.847646,-5.642903,6.645606,-7.290550,3.886717,1.845491,-2.489006,-2.656226,0.763993,8.298569,-5.880660,0.458347,-5.798423,-7.307699,-8.453840,-8.350364,-3.353858,3.577224,-8.069919,6.618241
resume_0542,8.685444,8.197895,7.854655,-8.142628,-0.850047,7.328892,2.999881,-6.474942,1.185754,6.273421,9.184344,-7.513021,-0.932813,-2.822640,-5.206472,2.456262,-5.988218,8.455016,4.647392,-3.633985,-5.664244,-5.134294,1.006238,5.219208
resume_0543,-2.152339,6.626189,-7.078428,-2.009082,-2.296560,-1.806426,9.209281,-2.298097,-8.101342,2.164727,3.185564,-1.345891,6.122659,-1.309139,-3.015863,7.630242,-1.972163,5.454038,1.355933,0.492816,9.327631,8.369168,-8.544979,2.628815
resume_0544,8.592663,8.214216,8.602189,-7.769081,-0.624743,7.913283,1.094384,-5.818722,0.653223,7.343263,9.284139,-7.849717,-0.277072,-3.588064,-5.177329,2.121544,-7.379613,8.460849,5.736271,-2.272986,-6.465736,-4.802245,1.377771,5.581164
resume_0545,5.917093,-4.237644,3.866158,3.368485,-2.405989,2.473703,-7.387788,6.046513,-8.333010,-4.557480,2.109334,-6.762440,-6.996373,5.563337,0.944665,-7.016748,0.723938,3.903106,-6.084475,7.204280,-10.105927,-1.153173,1.062229,7.863999
resume_0546,-8.544822,-8.609997,8.315397,1.668284,-7.084913,3.866253,-6.692671,-6.406555,1.797401,-4.025089,-2.093626,4.156859,-2.731459,3.685599,2.377262,-6.342679,-0.685407,3.029144,1.867278,-0.621379,10.163969,7.626615,-0.251863,8.774184
resume_0547,5.411955,4.819350,1.872590,7.490175,-5.004377,-6.899138,6.169418,-7.721322,3.126753,1.920346,-1.470626,-1.035585,2.080248,7.282414,-5.796944,-0.593863,-4.544723,-7.372755,-9.641270,-8.266370,-3.370393,4.434020,-7.991976,6.199276
resume_0548,5.091588,3.842532,2.164201,8.653602,-2.979347,-6.998876,6.160488,-7.343503,3.008292,0.817259,-2.322344,-3.023269,1.067777,8.166167,-6.063206,-0.685714,-4.779750,-8.507337,-10.131059,-7.989119,-3.617851,5.327795,-8.079903,6.176882
resume_0549,-2.538727,7.585155,-7.242980,-1.269500,-3.059309,-0.399121,8.593689,-2.030813,-9.145764,1.930948,1.800410,-3.157608,5.883680,-0.670854,-2.568935,8.093523,-1.544547,5.032973,2.961798,0.020198,9.758428,8.615992,-10.123226,0.939190
resume_0550,5.669624,5.687931,2.276889,8.828030,-4.749237,-6.259456,6.691667,-5.893976,2.483080,2.021666,-2.671658,-1.557219,1.669116,7.850046,-5.745585,-0.024384,-5.593715,-7.678377,-9.875831,-7.598197,-1.960781,3.223785,-7.888489,6.885202
resume_0551,3.887345,6.463183,1.195911,7.351629,-4.138186,-4.775400,5.611512,-6.975342,3.031807,2.057662,-2.188010,-1.289968,0.884762,7.671345,-6.557748,-0.175522,-4.823073,-7.975402,-8.805410,-7.703436,-3.923643,4.113226,-7.608063,5.763550
resume_0552,8.872651,6.638897,8.060430,-7.296511,-0.453568,6.953889,2.403547,-5.482673,1.778866,7.724987,8.538265,-7.519266,0.918588,-2.947837,-5.314942,2.032067,-6.943514,7.993568,4.884962,-3.856611,-7.099607,-4.448782,1.276635,5.957404
resume_0553,9.130865,7.719532,7.968298,-7.988146,-1.128039,5.876882,1.288847,-6.768311,1.407448,7.889088,9.314683,-7.269266,1.069542,-2.556974,-6.060022,1.734906,-6.347785,8.232992,5.653768,-2.367738,-7.187753,-5.790301,0.934315,5.764508
resume_0554,9.243348,7.090672,7.967852,-7.901307,-0.823689,5.973579,2.207202,-6.903544,1.087866,8.149414,9.592005,-9.214219,-0.028562,-2.658118,-4.090693,1.630196,-7.181362,7.940119,6.194368,-3.469178,-7.925655,-5.237810,0.841440,5.331528
resume_0555,4.908801,4.036704,0.895662,8.628099,-3.931071,-5.622028,5.210841,-6.542616,3.478539,1.074002,-2.913277,-2.649750,1.638086,8.996546,-5.994582,-0.533123,-6.361085,-8.476319,-7.645961,-7.839367,-2.440153,5.067255,-8.077684,6.313150
resume_0556,10.388085,7.249092,-6.573750,9.464569,-1.324475,8.746182,-5.812293,-4.221122,9.689992,-8.274090,0.665829,-3.150717,8.146528,-9.766867,-8.188251,-0.779948,6.278897,-6.822182,1.395831,-1.868193,5.303239,-0.811282,-5.608422,-0.208745
resume_0557,-7.969332,-8.707442,9.122222,2.711188,-7.501209,3.221030,-7.006419,-5.638943,0.454549,-4.320482,-3.971080,4.744042,-2.115656,4.235181,3.836398,-6.043680,-1.489026,3.307607,2.726735,-0.901159,9.767999,7.411802,-0.822054,7.581848
resume_0558,9.043618,8.512719,7.956318,-8.491262,-0.457220,7.338732,1.744148,-6.181478,1.961230,8.130662,8.674002,-7.668583,0.081676,-4.079276,-4.513282,2.140735,-6.646870,8.920391,6.196351,-4.151568,-7.285825,-4.606016,0.988987,6.410494
resume_0559,4.863330,3.798510,2.994716,9.471614,-4.548947,-5.828113,6.635389,-6.502359,4.548940,0.544122,-2.043104,-2.790432,-0.914305,7.559486,-5.042836,0.758430,-6.013052,-8.363792,-9.458969,-6.678703,-3.634363,5.017655,-7.882450,7.852722
resume_0560,-7.846912,-0.866436,4.453283,-7.655289,-8.687540,1.442879,-0.283993,-0.161956,5.939865,2.637458,2.201159,0.882145,-7.810504,-7.944261,7.515185,-0.416739,2.037746,-5.577103,-1.970768,-4.489104,-4.766428,-9.213973,6.914879,8.221380
resume_0561,8.731725,7.821706,7.634368,-8.398655,-0.643799,6.729244,2.028355,-6.998704,0.514047,9.101440,8.752542,-8.668688,0.688149,-3.683211,-6.543810,1.629672,-7.814481,7.685970,6.618307,-2.077900,-6.851527,-4.559934,0.577888,5.486122
resume_0562,9.386945,6.417313,-5.332259,8.833489,-2.280223,8.347318,-5.434691,-4.663206,8.760263,-7.352182,1.129155,-3.040935,6.685607,-8.087228,-7.878661,-0.158484,5.259754,-7.374814,1.695150,-1.350380,5.481312,-1.527119,-4.864877,0.569806
resume_0563,6.126694,-4.213679,5.198724,2.978994,-2.268220,2.410491,-7.086525,6.160397,-8.837762,-4.145714,1.696262,-7.117358,-6.591246,4.290062,0.206673,-7.704304,1.080692,4.551838,-6.732424,6.439850,-9.808644,-0.130894,0.925360,7.448882
resume_0564,-6.677797,8.973698,-3.114821,5.897974,-1.428551,-2.367701,6.851130,-2.801505,0.763783,8.290833,9.901208,2.014475,7.744160,7.012649,-7.784443,-8.511643,0.006582,2.734752,7.432151,-8.111065,-4.560208,1.901352,4.046378,-1.101218
resume_0565,-7.308360,10.023469,-3.389453,6.853643,-2.648818,-3.869828,6.942283,-3.719913,0.991174,7.768772,9.958039,1.650685,8.294703,6.902729,-8.382075,-8.582963,0.273020,2.661715,7.195635,-8.756878,-5.677372,3.714070,5.496245,-1.495471
resume_0566,-7.537709,-1.405537,5.691284,-8.320289,-8.453523,1.726480,-0.557896,-0.487259,4.816207,4.392791,1.086085,1.743317,-7.049754,-7.147378,8.525694,0.082362,2.976137,-6.277425,-1.725221,-4.213545,-4.728961,-8.863517,6.786779,7.522755
resume_0567,-2.212494,6.865970,-6.888831,-0.893787,-3.002457,-1.826838,9.291288,-2.166682,-8.205072,2.400088,2.317505,-2.976281,5.848712,-0.589570,-1.552136,7.995033,-2.260777,4.865320,1.988257,-0.512713,9.886373,8.556066,-10.620517,1.803423
resume_0568,10.795954,7.485545,-6.205472,9.877164,-1.642541,9.360375,-5.978776,-4.550861,8.699985,-6.596493,-0.313351,-2.918451,7.094667,-8.562153,-8.448801,-1.175967,4.774206,-7.224093,1.345432,-1.446984,5.350893,-1.114067,-4.053176,-0.619618
resume_0569,-8.178443,-1.219283,5.268470,-8.479202,-9.021622,1.588514,-1.582909,-0.045721,5.814451,3.452054,1.103251,2.305118,-9.078669,-8.139174,7.543873,-1.137863,2.139954,-5.673533,-2.058975,-3.597479,-5.538356,-9.820465,7.401669,7.681096
resume_0570,6.889644,-4.080591,4.841030,4.104533,-1.163227,1.827127,-7.940854,5.986285,-7.890830,-4.058370,1.269249,-6.845632,-6.688368,4.453242,0.298026,-7.591936,0.150991,3.952639,-5.827034,7.117513,-8.090933,-0.769910,1.166989,8.364324
resume_0571,-7.625324,-1.185845,4.958389,-7.762143,-8.756719,2.347728,0.030783,0.249533,5.300632,3.692149,0.214947,1.695282,-6.687404,-8.516281,7.614430,-1.157504,1.329006,-5.709567,-2.989718,-4.641390,-6.238518,-9.432949,6.300739,7.942540
resume_0572,11.018183,5.859843,-6.288852,9.189086,-2.820672,8.645474,-6.044934,-4.453586,9.187210,-7.378467,-0.295409,-3.224968,8.004299,-9.211922,-7.658143,0.742293,5.241052,-6.376930,2.494838,-2.062829,4.853940,-0.907669,-5.399136,0.676046
resume_0573,-8.454841,9.075209,-3.048282,5.763588,-1.458906,-3.331236,6.214413,-3.777924,0.780893,8.283319,9.654186,2.959295,7.066643,5.902331,-7.695694,-9.049353,-0.716623,3.203706,7.057500,-9.106442,-5.928699,3.084895,4.659114,0.083829
resume_0574,-7.496060,8.508148,-3.615311,6.590696,-1.741085,-3.028849,5.792349,-4.322685,0.956941,8.384358,9.343146,2.501533,8.731729,6.258996,-7.611649,-9.297712,-0.299464,3.292100,7.053468,-8.373448,-5.093106,2.935842,4.615449,-0.920600
resume_0575,8.932522,8.292816,8.221079,-8.768845,-0.547582,6.084238,2.150708,-5.404331,2.196747,7.147988,9.297568,-8.051164,1.051449,-3.552141,-5.322936,1.466013,-7.114889,8.323421,5.329662,-2.801700,-6.666596,-3.883993,2.415791,4.870558
resume_0576,-7.167018,-9.188558,8.393509,2.146180,-7.656340,3.758960,-5.978165,-5.900780,-0.168808,-4.420762,-2.189652,4.708158,-1.888558,3.680005,3.493403,-5.065987,-0.971351,2.724792,1.279304,-0.790164,9.044524,7.248522,-0.064563,8.494908
resume_0577,9.924675,6.266457,-5.779646,9.758940,-1.559907,9.113242,-5.704764,-4.258631,8.675164,-6.449390,-0.118910,-2.561271,7.839306,-8.194988,-8.883929,-0.319222,5.875757,-6.744632,1.150178,-1.959125,5.167763,-1.650059,-4.178594,-0.939864
resume_0578,-6.996559,8.398787,-2.602049,6.428359,-2.840549,-3.524535,5.482294,-4.156300,0.747405,8.669698,10.919745,1.705352,6.959721,7.187103,-6.234036,-8.766038,0.578545,3.174998,8.556340,-8.918326,-5.824136,2.750315,4.079447,0.372078
resume_0579,-8.082926,-7.724064,10.039861,1.967087,-6.853660,3.989782,-8.320154,-6.660780,0.720329,-3.052498,-2.177529,5.193161,-1.124841,5.329948,2.886554,-6.901465,-0.562495,2.389313,1.513195,-0.652336,10.212127,6.357370,-0.600172,8.501996
resume_0580,-2.631124,7.478919,-8.084984,-0.792887,-2.967781,-1.271278,8.919832,-1.539720,-7.357676,2.365166,1.519433,-2.208528,6.815792,0.694518,-1.848736,7.379068,-1.942091,5.469106,2.377367,0.871935,10.931026,9.208289,-8.732472,2.680134
resume_0581,4.676173,4.735008,1.695377,8.594198,-3.738870,-6.321921,5.232296,-6.240662,3.682799,2.325708,-2.486955,-1.298778,1.463910,7.205933,-6.053346,1.257904,-5.565186,-7.867200,-9.609386,-7.221265,-3.214348,4.595173,-7.690082,5.034356
resume_0582,8.924693,7.037872,6.719290,-6.354123,0.059346,6.807336,1.980622,-5.511356,1.928795,8.211073,9.552620,-7.596568,-0.604308,-3.886648,-5.320514,3.467747,-6.993519,8.277556,6.197846,-3.269489,-6.739544,-4.188320,1.360059,5.435395
resume_0583,-2.138848,8.064167,-8.601245,-2.334618,-1.591205,-0.729678,8.675476,-2.268833,-7.926254,2.440733,2.164022,-2.357033,6.451025,-0.682047,-0.958237,7.037209,-1.267221,5.274475,1.815947,-0.069295,9.359356,7.181402,-9.467302,2.310931
resume_0584,-8.533993,-7.659711,8.888385,2.549383,-7.528576,4.089998,-8.119881,-6.634935,1.410123,-3.265208,-3.217719,4.793297,-1.308746,5.349569,2.510419,-6.081486,0.138189,3.029152,1.627468,-1.249948,9.010355,7.514285,-0.080520,8.479296
resume_0585,5.372056,5.044123,1.799975,7.378432,-4.933688,-5.473468,6.329892,-7.083233,2.013371,2.610996,-2.263297,-2.080399,-0.043095,7.486306,-5.421033,1.411438,-5.701959,-7.384478,-8.541977,-7.169188,-3.570850,4.931754,-8.053695,6.798497
resume_0586,9.287933,7.268770,8.865679,-8.575283,-0.485193,7.073194,2.124863,-6.420349,1.795373,6.345987,9.686759,-7.883703,0.454943,-3.823469,-4.639703,1.596227,-6.062998,8.377307,4.458033,-1.915772,-7.443297,-5.881044,2.478552,5.265731
resume_0587,-7.496405,-8.908570,8.977133,2.487359,-7.633655,3.154847,-6.205812,-6.458710,1.420301,-4.015960,-2.431687,4.407668,-1.842974,4.624141,2.118317,-5.894284,-0.863586,1.961315,2.521439,-1.314292,9.744298,6.504372,-0.044772,7.243607
resume_0588,4.853695,-3.361788,3.813184,3.026311,-1.898595,3.394983,-7.571168,4.861826,-9.549096,-4.933322,1.068872,-6.396400,-7.301309,4.731845,-0.632380,-7.238001,2.055088,5.158866,-7.021278,6.817455,-9.922259,-1.283960,1.152750,6.638819
resume_0589,10.172629,7.197750,-5.586813,8.428357,-1.150386,9.111935,-5.637644,-3.274763,9.266557,-7.629929,1.122731,-1.776074,6.468738,-8.761106,-6.937547,-0.584610,5.074552,-6.103669,1.960314,-2.102641,4.700445,-0.968124,-4.388356,0.738917
resume_0590,10.163018,7.265522,-4.911520,10.000238,-2.275157,8.671797,-5.919067,-2.946969,8.323447,-6.354155,0.057489,-2.560166,7.540815,-8.764000,-8.074270,0.185839,4.563417,-6.538125,1.201501,-2.055716,5.192056,-0.279326,-6.357762,0.277346
resume_0591,9.616773,6.894036,-6.328848,9.165193,-2.114612,8.230934,-5.618927,-4.416179,9.659017,-8.159596,0.641320,-2.734731,5.931657,-7.876032,-6.979253,-0.123617,4.776306,-7.815093,2.185029,-1.667211,5.570225,-1.036361,-4.430771,-0.407761
resume_0592,-7.335899,8.281802,-2.512830,6.941731,-1.728173,-3.856739,6.865664,-4.616254,-0.150411,8.670049,10.738760,1.930399,8.592643,7.312193,-6.901807,-8.486490,0.538759,3.941594,7.131162,-7.621254,-5.177056,1.516746,5.944819,-0.215585
resume_0593,-2.089473,7.079436,-7.364490,-0.247022,-1.134418,-0.998472,9.002926,-2.656279,-9.104134,2.487076,1.759251,-3.521322,6.030688,-0.040448,-1.911472,7.400955,-1.450932,5.908578,2.483338,0.710215,10.683678,8.782091,-10.710173,2.915788
resume_0594,10.469652,6.980646,-6.274069,9.035910,-1.766523,7.751189,-5.496764,-4.570841,9.957646,-7.226490,0.651010,-3.093731,6.998859,-9.651354,-7.569456,0.422566,5.397900,-7.518680,2.308430,-2.038974,4.693481,-0.169582,-4.030962,0.964741
resume_0595,6.055897,-2.759551,4.778174,2.812366,-0.290029,1.584208,-7.418740,4.678214,-9.367460,-4.411348,0.493359,-6.146447,-5.725239,5.021320,-0.526028,-8.605831,0.012268,3.981976,-6.234462,7.453471,-9.831796,-0.361307,1.163323,7.300533
resume_0596,5.397057,4.854091,2.529108,8.412999,-5.152819,-6.810880,5.429298,-6.366848,3.977110,0.505991,-2.536608,-2.657975,2.394784,7.270597,-6.235367,0.586656,-5.384602,-7.883178,-9.735341,-7.296782,-3.834748,4.683787,-7.685396,7.522281
resume_0597,-2.475010,6.214200,-7.378162,-0.421652,-3.087001,-2.026201,8.637907,-1.703109,-9.776090,2.007844,1.932694,-1.782316,6.062820,0.011451,-1.298308,9.067100,-1.627976,5.674256,2.445419,0.176237,9.387184,8.017309,-9.552605,3.101303
resume_0598,-8.368462,-1.305163,4.854403,-7.253470,-8.882943,1.973660,-0.123047,-1.562834,5.939779,3.586192,-0.556558,2.448344,-7.186809,-7.513477,7.936622,-0.609324,2.430471,-4.974753,-2.188310,-4.832489,-6.055280,-10.051261,6.512552,7.146287
resume_0599,6.661803,-2.893627,5.040382,3.355281,-1.716479,2.740604,-7.358597,6.222374,-8.957108,-4.366491,1.681073,-6.624249,-6.905031,4.721877,-1.023947,-7.142489,0.562564,4.825812,-6.442250,6.080058,-9.889729,-1.458553,0.952188,7.819287
resume_0600,9.818549,7.954119,-5.890245,9.563771,-1.722497,9.568861,-5.923327,-5.027874,9.443977,-7.216087,0.284619,-2.598860,7.782209,-7.697168,-7.368278,0.567605,4.630346,-6.209997,1.101228,-2.664934,5.212248,-1.562635,-4.675259,0.051416
resume_0601,9.079275,6.245517,-4.924492,9.388509,-0.743919,8.777639,-6.180554,-3.485642,9.967515,-6.393217,1.314418,-1.851854,6.968243,-7.898194,-8.161482,-0.976427,5.714309,-7.378658,2.763303,-1.618586,4.614637,-0.834494,-4.312145,0.788833
resume_0602,10.090315,7.745596,-6.252530,8.911781,-1.949197,8.878778,-5.608808,-3.345143,8.875136,-7.665768,-0.224279,-3.356229,6.833477,-8.298068,-6.483953,0.166803,5.036665,-7.199251,2.443794,-2.300787,4.085267,-0.210500,-4.410626,1.520707
resume_0603,5.626920,-3.815116,3.522399,2.666806,-1.330586,1.220847,-7.458998,5.712616,-9.344006,-4.831076,0.941067,-7.671832,-6.111801,5.045311,0.580363,-8.450920,0.795031,4.310968,-5.374368,6.292245,-9.255293,-0.144764,2.030742,7.888846
resume_0604,9.505344,7.542614,-6.263004,9.077905,-2.063512,8.916278,-3.601763,-4.027421,9.095516,-7.031798,0.359877,-2.533106,6.542550,-8.883820,-8.556726,-0.533991,5.558595,-7.398806,1.991780,-1.511093,4.744425,-0.825809,-4.918462,-0.098474
resume_0605,5.390136,5.159883,1.762507,9.039017,-3.852618,-5.172843,5.051612,-6.899636,3.542146,1.326612,-1.823602,-1.357886,1.277305,7.355184,-6.216031,0.373647,-6.090466,-8.547569,-10.016352,-7.741648,-3.708841,4.029210,-8.171074,7.457773
resume_0606,-7.700056,-1.955015,4.467441,-6.686309,-7.778183,1.697448,-1.035982,-0.176200,5.546633,2.904925,-0.488524,1.494151,-6.541665,-7.901874,9.148715,-0.169927,1.222268,-5.960558,-2.260978,-3.850059,-5.256405,-8.936160,7.368404,6.509116
resume_0607,-2.376045,7.241760,-7.418871,-1.612764,-2.954190,-1.311784,8.552014,-1.325890,-8.031442,2.729656,2.097286,-2.486048,5.491137,-1.104818,-0.993624,7.558820,-2.982328,5.514209,2.648496,0.554026,9.366528,8.167041,-9.958912,1.933653
resume_0608,-6.957122,7.930184,-4.075423,5.582142,-1.887672,-3.917554,6.640530,-4.932274,0.185162,9.058391,9.320149,1.622899,8.323163,7.630098,-5.738597,-7.929991,-0.035418,3.219343,7.819036,-7.533629,-6.015782,2.464878,4.003888,-2.158088
resume_0609,8.943077,8.312363,9.488265,-8.574539,-0.701172,7.249436,2.945970,-6.224638,1.879034,7.735286,9.276535,-7.201986,-0.520147,-3.617469,-4.640558,0.470706,-6.455349,7.814444,5.764044,-2.310236,-7.431651,-5.085362,1.086786,4.273442
resume_0610,-2.697525,7.686207,-8.168115,-1.234351,-1.890193,-1.740783,7.598128,-2.218840,-7.940061,1.871662,1.475575,-2.009849,5.521997,-0.292116,-1.533207,7.473521,-2.560224,5.517807,2.555041,1.062974,8.960161,7.932279,-9.506250,2.684107
resume_0611,-7.686853,-2.168844,4.011417,-8.320721,-8.394404,1.321198,-2.369767,-1.066096,5.574158,2.491169,0.002420,2.106472,-7.573327,-8.076556,9.499936,0.910874,2.232608,-5.343770,-2.307720,-5.037096,-4.966312,-8.730536,7.616434,7.660525
resume_0612,-2.092118,7.937260,-8.329163,-2.138616,-2.299922,-1.451416,8.423986,-2.406140,-8.666685,2.818845,2.081433,-3.548911,7.816647,-2.108214,-1.859121,7.886209,-1.950011,5.383503,1.623362,1.692638,8.708395,7.784236,-10.120460,2.711853
resume_0613,5.259772,4.811544,2.372575,8.845589,-5.267454,-5.975199,5.906860,-6.605804,3.309839,0.662650,-1.140868,-2.218090,0.908424,8.077064,-5.440002,0.523774,-4.926673,-7.739591,-9.151960,-7.704827,-4.159981,4.158266,-8.904200,5.609824
resume_0614,-7.278497,8.536352,-3.278744,6.290125,-1.926227,-3.400187,8.240894,-2.988905,0.222340,8.842995,11.082248,1.607637,7.765467,6.234864,-8.177578,-7.675655,1.073540,2.925421,6.869473,-8.105211,-4.243838,3.413169,4.222206,-0.924111
resume_0615,-8.164470,-8.724873,8.298123,2.404092,-7.683100,3.568142,-5.551589,-5.384878,1.129684,-2.215460,-3.071033,3.945621,-2.235214,4.960643,3.625469,-6.257593,-1.850119,4.465756,1.910474,0.713079,9.800056,7.746115,0.510044,8.675950
resume_0616,5.492084,-3.120255,3.940478,2.987379,-1.439090,3.343904,-8.621543,5.401742,-8.279731,-4.134552,0.888379,-8.185692,-7.062301,5.620007,0.473248,-7.219074,1.249169,5.374345,-6.351405,7.915667,-9.488172,-0.389581,1.245521,7.821945
resume_0617,-7.258430,-8.149963,8.113837,1.734342,-7.007532,3.851541,-6.896356,-6.161642,0.897364,-2.269471,-3.322603,5.018227,-1.274996,4.429351,3.435870,-5.451545,-1.206397,2.122361,1.688791,-0.993504,9.331282,7.059285,-1.095289,7.744592
resume_0618,-6.620121,-1.497203,4.771667,-8.146418,-6.575353,1.426579,1.166605,-0.221255,5.363752,2.700952,-0.508981,1.774429,-7.434169,-8.969363,8.566597,-0.594000,2.282447,-6.312762,-1.964225,-3.399624,-5.352978,-10.745916,7.814665,7.018467
resume_0619,-8.267545,-8.927568,7.772414,2.401029,-7.047948,3.046637,-6.210828,-6.459187,1.408666,-3.550357,-3.514534,5.080984,-1.710147,3.459869,3.024333,-5.519145,-0.370372,2.522114,2.197377,-0.052127,8.806730,6.728190,-0.133043,8.681354
resume_0620,5.826540,-3.271579,5.282700,3.036435,-1.304606,2.114896,-6.827971,6.309654,-8.408591,-4.951823,0.407823,-7.213895,-6.906250,5.026036,-0.190138,-8.313543,0.696348,4.380122,-5.558553,6.635874,-9.930462,-1.127812,2.438995,8.564628
resume_0621,5.741077,-3.749704,5.144984,2.553324,-0.837234,2.536955,-7.165465,6.632335,-8.016658,-5.436062,0.955790,-5.610900,-6.424091,4.681663,-0.830034,-8.241116,1.224499,4.289217,-5.810217,6.873907,-8.950321,-1.035208,1.022658,7.846386
resume_0622,4.376001,4.666521,0.774175,8.648483,-5.104832,-6.133715,6.392873,-7.332717,4.439597,1.723629,-0.998192,-1.617768,0.054889,7.229837,-5.613980,1.013542,-5.146866,-7.610817,-10.104146,-7.066488,-3.873872,4.923329,-7.915340,7.534133
resume_0623,8.361226,7.151714,8.633887,-8.425604,0.368568,7.058112,2.585426,-6.897191,2.070299,8.258705,9.067828,-8.172429,0.836413,-3.848982,-5.061766,1.239565,-6.774283,8.019203,5.400811,-3.590638,-7.127961,-3.877243,1.437368,4.585647
resume_0624,-1.293192,7.207755,-8.076921,-1.479986,-3.659752,-1.376069,7.434724,-2.097191,-7.786158,3.062841,1.569430,-2.795940,6.160260,-0.950521,-2.427691,7.627393,-2.830584,5.939330,2.028555,0.844563,9.961574,8.241683,-9.750878,1.857227
resume_0625,-8.518583,-1.192479,4.295461,-7.878042,-7.307388,1.189361,-0.313876,0.371785,6.090332,3.577187,0.208031,2.491848,-7.826269,-7.334210,7.943046,-0.280293,2.193233,-6.098934,-1.633023,-3.497303,-4.871445,-9.688156,7.413876,6.961229
resume_0626,9.678220,6.920248,8.569775,-8.563014,-0.291075,6.690498,2.628546,-6.221469,0.242468,7.259326,9.633710,-7.561004,0.213404,-3.506157,-5.187836,1.632564,-6.265263,8.539086,5.345009,-2.385260,-5.942277,-3.801773,1.684748,5.063505
resume_0627,9.630901,5.668474,-5.805728,9.152745,-2.672899,8.584910,-5.249823,-3.377698,7.791360,-7.187319,-0.680950,-3.043250,7.429764,-8.201470,-7.602608,0.202592,5.858699,-7.300430,1.140953,-3.314492,5.269432,-1.002752,-3.795011,-0.962337
resume_0628,6.469969,-3.657618,4.543399,4.310552,-1.253876,2.097114,-6.866938,6.612413,-8.387299,-5.345569,1.013701,-6.980882,-6.176583,5.399246,-0.782915,-8.071324,1.012287,4.038881,-5.523206,7.331275,-9.227037,-0.888521,3.087228,7.701419
resume_0629,5.841318,-2.211744,4.371369,3.802835,-2.186866,3.116825,-6.440435,5.294222,-9.905189,-4.875282,0.688195,-6.639059,-5.944817,5.053317,-1.137029,-8.392907,1.075142,4.102167,-6.947285,7.000945,-8.670378,0.268375,1.516107,8.298037
resume_0630,8.761746,6.584597,8.430978,-9.028257,0.179174,7.030758,1.252400,-6.385557,2.401885,8.150026,9.192356,-7.717885,0.709313,-3.009222,-5.461706,3.138796,-6.706731,8.575738,5.331425,-3.495597,-5.718270,-3.611595,2.599864,5.632919
resume_0631,-8.051497,-7.815834,9.076547,1.653026,-7.247698,3.518793,-6.847359,-6.556146,0.151147,-2.449922,-3.420082,5.147190,-1.540032,3.965345,3.372517,-6.003191,-0.792327,3.405667,2.472039,-1.637050,9.602403,6.646881,-0.153754,8.202998
resume_0632,-8.031086,0.048028,4.762262,-7.946055,-6.874844,1.342948,0.274393,-0.074857,5.453600,2.801604,0.694528,1.424457,-7.819408,-6.998352,9.618884,-0.025256,1.688371,-5.158217,-3.309095,-4.003405,-4.947224,-9.997979,5.820980,7.293727
resume_0633,-7.587317,-8.809512,8.238519,2.918247,-7.088091,3.668937,-7.730501,-4.908096,2.124762,-3.842208,-2.838519,4.939152,-2.042427,5.229569,4.018955,-6.999107,-0.901180,3.044375,2.436520,-0.866260,10.570917,7.662358,-0.650256,7.516223
resume_0634,-6.743461,0.203634,5.046459,-8.012047,-8.475707,1.965104,-0.640008,0.511506,3.732009,2.978380,-0.536420,1.763424,-7.706833,-7.994339,8.363018,-0.030992,2.302928,-4.323845,-2.095307,-5.109488,-5.192823,-8.832548,5.896855,7.019066
resume_0635,6.243809,-3.191960,2.888406,3.253657,-2.682974,2.485263,-7.401296,4.924653,-7.688635,-3.776493,2.004985,-6.984569,-7.042127,5.143099,0.199591,-7.603349,0.860408,4.879211,-5.488843,6.017853,-9.004406,-0.653427,1.866185,7.235822
resume_0636,-1.054866,8.502862,-6.315884,-0.861582,-2.157095,-1.762826,8.924187,-1.758927,-8.670213,2.163325,2.345351,-2.583379,6.200934,0.448742,-2.379720,7.437311,-2.404817,6.301925,2.393205,-0.098536,9.796509,9.817007,-9.180550,2.385659
resume_0637,-9.067492,9.072678,-2.398897,6.295143,-2.056875,-2.647112,5.420127,-3.753143,-0.334320,8.193991,10.562023,2.462440,9.191700,7.725581,-7.235190,-8.235552,1.071786,3.958730,7.173533,-8.821411,-4.913808,2.953066,4.377346,0.450159
resume_0638,8.760725,7.028366,8.380638,-7.942450,-0.755737,7.768647,1.841703,-6.515130,2.525522,6.905178,9.194644,-8.984154,-0.041726,-4.088730,-4.606587,1.561006,-7.582195,8.378784,7.154266,-2.378420,-6.448504,-4.725185,2.007758,5.607657
resume_0639,5.334568,4.452156,2.087804,9.212273,-4.265802,-7.140381,6.596685,-7.328194,2.769152,0.804717,-2.797555,-1.206409,1.484397,7.377151,-6.283999,0.641985,-6.085312,-7.348779,-10.325857,-7.049446,-3.678636,4.662836,-7.708428,6.310138
resume_0640,9.351762,7.494059,7.437521,-7.577858,-0.485969,7.124059,1.538622,-6.238622,2.375190,7.513059,9.650158,-8.723261,0.954955,-2.178000,-4.707659,1.285436,-7.980771,7.959923,5.367444,-2.068579,-7.581109,-4.953795,2.181590,5.043410
resume_0641,7.779506,7.484796,8.441983,-8.492268,-0.719714,6.883191,1.248496,-6.745508,0.861780,8.435150,8.371811,-7.930009,0.567927,-3.663857,-4.865160,1.458677,-7.381176,7.967337,5.762689,-2.522535,-5.326631,-5.665251,2.218532,5.272118
