timestamp;process;event_type;details
2026-03-01T16:57:48;backup-agent;login;user=user_1885 ip=10.0.211.13
2026-03-01T16:57:51;nginx;file_read;path=/tmp/cache.db pid=25560
2026-03-01T16:57:53;systemd;logout;user=user_3550 ip=10.0.43.55
2026-03-01T16:57:55;cron;file_write;path=/opt/app/config.yml pid=19148
2026-03-01T16:57:58;cron;login;user=user_5166 ip=10.0.144.96
2026-03-01T16:57:59;nginx;login;user=user_9507 ip=10.0.212.228
2026-03-01T16:58:02;nginx;login;user=user_6347 ip=10.0.160.161
2026-03-01T16:58:04;bash;login;user=user_5335 ip=10.0.213.242
2026-03-01T16:58:07;nginx;net_conn;dst=192.168.77.117:6044 proto=tcp
2026-03-01T16:58:10;nginx;login;user=user_8200 ip=10.0.115.152
2026-03-01T16:58:13;sshd;net_conn;dst=192.168.89.111:63820 proto=udp
2026-03-01T16:58:16;sshd;net_conn;dst=192.168.96.19:59398 proto=udp
2026-03-01T16:58:18;backup-agent;exec;cmd=/usr/bin/ps pid=13263
2026-03-01T16:58:20;cron;logout;user=user_5904 ip=10.0.134.227
2026-03-01T16:58:21;bash;net_conn;dst=192.168.127.220:7104 proto=udp
2026-03-01T16:58:24;backup-agent;login;user=user_2255 ip=10.0.45.32
2026-03-01T16:58:27;backup-agent;exec;cmd=/usr/bin/top pid=19989
2026-03-01T16:58:28;sshd;logout;user=user_8750 ip=10.0.253.169
2026-03-01T16:58:29;nginx;exec;cmd=/usr/bin/rsync pid=39372
2026-03-01T16:58:30;python3;net_conn;dst=192.168.76.67:11584 proto=udp
2026-03-01T16:58:33;systemd;exec;cmd=/usr/bin/rsync pid=54286
2026-03-01T16:58:35;sshd;file_write;path=/var/log/syslog pid=5081
2026-03-01T16:58:38;python3;logout;user=user_5577 ip=10.0.53.172
2026-03-01T16:58:40;bash;file_read;path=/var/log/auth.log pid=56779
2026-03-01T16:58:42;nginx;exec;cmd=/usr/bin/ps pid=14629
2026-03-01T16:58:45;sshd;exec;cmd=/usr/bin/top pid=59744
2026-03-01T16:58:46;backup-agent;file_read;path=/etc/hosts pid=8865
2026-03-01T16:58:47;postgres;file_read;path=/tmp/cache.db pid=2777
2026-03-01T16:58:50;python3;net_conn;dst=192.168.245.105:11885 proto=udp
2026-03-01T16:58:51;bash;login;user=user_4755 ip=10.0.215.102
2026-03-01T16:58:52;backup-agent;logout;user=user_3771 ip=10.0.41.155
2026-03-01T16:58:55;cron;net_conn;dst=192.168.159.63:4717 proto=tcp
2026-03-01T16:58:56;backup-agent;logout;user=user_9499 ip=10.0.186.224
2026-03-01T16:58:58;nginx;net_conn;dst=192.168.34.255:51524 proto=tcp
2026-03-01T16:59:00;cron;priv_esc;target=root method=su
2026-03-01T16:59:03;bash;net_conn;dst=192.168.75.120:9506 proto=tcp
2026-03-01T16:59:06;systemd;net_conn;dst=192.168.58.110:61016 proto=udp
2026-03-01T16:59:08;cron;net_conn;dst=192.168.187.43:45493 proto=udp
2026-03-01T16:59:09;backup-agent;login;user=user_2021 ip=10.0.221.87
2026-03-01T16:59:10;systemd;net_conn;dst=192.168.206.103:12789 proto=udp
2026-03-01T16:59:12;bash;exec;cmd=/usr/sbin/logrotate pid=17582
2026-03-01T16:59:15;sshd;logout;user=user_0918 ip=10.0.247.231
2026-03-01T16:59:16;postgres;net_conn;dst=192.168.14.56:63163 proto=tcp
2026-03-01T16:59:17;python3;file_write;path=/tmp/cache.db pid=34953
2026-03-01T16:59:19;sshd;net_conn;dst=192.168.81.184:52106 proto=udp
2026-03-01T16:59:22;backup-agent;file_write;path=/opt/app/config.yml pid=43309
2026-03-01T16:59:23;python3;file_read;path=/var/log/syslog pid=48680
2026-03-01T16:59:24;postgres;logout;user=user_7182 ip=10.0.212.83
2026-03-01T16:59:26;python3;net_conn;dst=192.168.134.246:32257 proto=tcp
2026-03-01T16:59:27;sshd;file_read;path=/opt/app/config.yml pid=4692
2026-03-01T16:59:30;nginx;net_conn;dst=192.168.80.225:37320 proto=tcp
2026-03-01T16:59:33;python3;net_conn;dst=192.168.45.54:65229 proto=tcp
2026-03-01T16:59:35;cron;net_conn;dst=192.168.14.119:62820 proto=udp
2026-03-01T16:59:37;sshd;login;user=user_7531 ip=10.0.215.8
2026-03-01T16:59:40;systemd;exec;cmd=/usr/bin/ps pid=36010
2026-03-01T16:59:41;postgres;file_read;path=/var/log/auth.log pid=51705
2026-03-01T16:59:44;cron;file_write;path=/var/log/auth.log pid=12221
2026-03-01T16:59:45;bash;net_conn;dst=192.168.252.12:12550 proto=udp
2026-03-01T16:59:46;postgres;logout;user=user_5222 ip=10.0.168.194
2026-03-01T16:59:49;cron;logout;user=user_3163 ip=10.0.240.64
2026-03-01T16:59:52;sshd;login;user=user_0264 ip=10.0.132.212
2026-03-01T16:59:53;nginx;file_write;path=/etc/hosts pid=9822
2026-03-01T16:59:56;systemd;file_write;path=/opt/app/config.yml pid=38671
2026-03-01T16:59:59;postgres;net_conn;dst=192.168.38.252:14765 proto=tcp
2026-03-01T17:00:01;postgres;file_read;path=/tmp/cache.db pid=23352
2026-03-01T17:00:03;systemd;logout;user=user_8160 ip=10.0.67.81
2026-03-01T17:00:04;systemd;exec;cmd=/usr/bin/top pid=46750
2026-03-01T17:00:07;backup-agent;login;user=user_1768 ip=10.0.166.152
2026-03-01T17:00:10;nginx;net_conn;dst=192.168.201.69:51885 proto=tcp
2026-03-01T17:00:13;python3;login;user=user_6457 ip=10.0.140.250
2026-03-01T17:00:14;nginx;exec;cmd=/usr/bin/python3 pid=9759
2026-03-01T17:00:17;backup-agent;login;user=user_0249 ip=10.0.172.88
2026-03-01T17:00:18;python3;exec;cmd=/usr/bin/python3 pid=13849
2026-03-01T17:00:21;sshd;exec;cmd=/usr/bin/top pid=37495
2026-03-01T17:00:24;sshd;file_write;path=/opt/app/config.yml pid=17670
2026-03-01T17:00:25;nginx;file_read;path=/etc/hosts pid=48401
2026-03-01T17:00:27;sshd;login;user=user_9582 ip=10.0.222.75
2026-03-01T17:00:30;sshd;net_conn;dst=192.168.31.207:60502 proto=udp
2026-03-01T17:00:31;nginx;exec;cmd=/usr/bin/rsync pid=38002
2026-03-01T17:00:34;sshd;logout;user=user_4464 ip=10.0.188.120
2026-03-01T17:00:37;sshd;file_read;path=/var/log/syslog pid=28783
2026-03-01T17:00:39;postgres;exec;cmd=/usr/bin/rsync pid=55175
2026-03-01T17:00:42;sshd;net_conn;dst=192.168.180.114:58056 proto=tcp
2026-03-01T17:00:45;sshd;login;user=user_1060 ip=10.0.164.189
2026-03-01T17:00:47;backup-agent;logout;user=user_9427 ip=10.0.110.233
2026-03-01T17:00:50;cron;file_read;path=/home/user/report.txt pid=4888
2026-03-01T17:00:53;bash;net_conn;dst=192.168.223.244:16150 proto=udp
2026-03-01T17:00:55;postgres;exec;cmd=/usr/bin/ps pid=21181
2026-03-01T17:00:58;cron;logout;user=user_4764 ip=10.0.126.35
2026-03-01T17:00:59;cron;file_read;path=/tmp/cache.db pid=34530
2026-03-01T17:01:02;nginx;logout;user=user_2661 ip=10.0.210.134
2026-03-01T17:01:04;python3;exec;cmd=/usr/bin/ps pid=56855
2026-03-01T17:01:07;bash;exec;cmd=/usr/bin/rsync pid=54624
2026-03-01T17:01:10;bash;exec;cmd=/usr/bin/rsync pid=9969
2026-03-01T17:01:13;backup-agent;exec;cmd=/usr/sbin/logrotate pid=56691
2026-03-01T17:01:14;python3;login;user=user_0470 ip=10.0.214.39
2026-03-01T17:01:17;bash;exec;cmd=/usr/bin/ps pid=43993
2026-03-01T17:01:18;nginx;net_conn;dst=192.168.245.67:14312 proto=udp
2026-03-01T17:01:20;systemd;logout;user=user_4501 ip=10.0.192.156
2026-03-01T17:01:23;nginx;logout;user=user_4796 ip=10.0.37.214
2026-03-01T17:01:26;postgres;login;user=user_8819 ip=10.0.115.84
2026-03-01T17:01:28;sshd;login;user=user_4892 ip=10.0.116.242
2026-03-01T17:01:31;nginx;net_conn;dst=192.168.185.113:38652 proto=tcp
2026-03-01T17:01:32;nginx;net_conn;dst=192.168.171.146:58535 proto=udp
2026-03-01T17:01:35;postgres;net_conn;dst=192.168.182.190:21519 proto=tcp
2026-03-01T17:01:36;postgres;exec;cmd=/usr/bin/python3 pid=23257
2026-03-01T17:01:38;nginx;net_conn;dst=192.168.120.241:63697 proto=udp
2026-03-01T17:01:41;cron;exec;cmd=/usr/bin/ps pid=6533
2026-03-01T17:01:42;backup-agent;file_write;path=/opt/app/config.yml pid=58884
2026-03-01T17:01:44;sshd;login;user=user_4464 ip=10.0.230.106
2026-03-01T17:01:46;postgres;net_conn;dst=192.168.100.249:61704 proto=udp
2026-03-01T17:01:47;cron;logout;user=user_5588 ip=10.0.71.89
2026-03-01T17:01:50;sshd;file_read;path=/etc/hosts pid=54202
2026-03-01T17:01:53;postgres;login;user=user_3726 ip=10.0.48.1
2026-03-01T17:01:56;sshd;net_conn;dst=192.168.191.220:19132 proto=udp
2026-03-01T17:01:57;backup-agent;file_read;path=/var/log/syslog pid=21245
2026-03-01T17:01:58;cron;file_write;path=/var/log/auth.log pid=62591
2026-03-01T17:02:01;systemd;priv_esc;target=root method=su
2026-03-01T17:02:02;systemd;net_conn;dst=192.168.89.16:53264 proto=udp
2026-03-01T17:02:03;backup-agent;net_conn;dst=192.168.144.159:48777 proto=tcp
2026-03-01T17:02:06;sshd;logout;user=user_5290 ip=10.0.244.33
2026-03-01T17:02:08;python3;login;user=user_8427 ip=10.0.151.123
2026-03-01T17:02:10;nginx;net_conn;dst=192.168.0.131:18947 proto=udp
2026-03-01T17:02:11;bash;net_conn;dst=192.168.233.249:53601 proto=tcp
2026-03-01T17:02:12;bash;exec;cmd=/usr/bin/top pid=15917
2026-03-01T17:02:14;sshd;login;user=user_3725 ip=10.0.137.201
2026-03-01T17:02:15;python3;file_write;path=/etc/hosts pid=26653
2026-03-01T17:02:17;nginx;exec;cmd=/usr/bin/python3 pid=31897
2026-03-01T17:02:19;nginx;file_read;path=/etc/hosts pid=53424
2026-03-01T17:02:22;systemd;login;user=user_7227 ip=10.0.123.93
2026-03-01T17:02:25;backup-agent;exec;cmd=/usr/bin/python3 pid=23322
2026-03-01T17:02:28;python3;logout;user=user_5460 ip=10.0.210.242
2026-03-01T17:02:31;nginx;exec;cmd=/usr/bin/ls pid=31510
2026-03-01T17:02:34;backup-agent;logout;user=user_1327 ip=10.0.236.145
2026-03-01T17:02:36;postgres;exec;cmd=/usr/bin/ps pid=40482
2026-03-01T17:02:37;postgres;file_read;path=/opt/app/config.yml pid=29963
2026-03-01T17:02:39;postgres;file_read;path=/var/log/syslog pid=16599
2026-03-01T17:02:41;postgres;net_conn;dst=192.168.189.86:62867 proto=udp
2026-03-01T17:02:44;python3;logout;user=user_0850 ip=10.0.106.238
2026-03-01T17:02:47;backup-agent;net_conn;dst=192.168.139.93:26652 proto=tcp
2026-03-01T17:02:49;systemd;login;user=user_4007 ip=10.0.87.190
2026-03-01T17:02:52;nginx;login;user=user_3201 ip=10.0.252.217
2026-03-01T17:02:54;bash;exec;cmd=/usr/bin/rsync pid=59262
2026-03-01T17:02:55;cron;exec;cmd=/usr/bin/ps pid=45416
2026-03-01T17:02:58;backup-agent;login;user=user_2294 ip=10.0.180.216
2026-03-01T17:03:01;bash;logout;user=user_1406 ip=10.0.30.185
2026-03-01T17:03:04;nginx;net_conn;dst=192.168.105.247:21967 proto=udp
2026-03-01T17:03:07;sshd;net_conn;dst=192.168.42.50:21620 proto=udp
2026-03-01T17:03:10;systemd;file_read;path=/etc/hosts pid=8623
2026-03-01T17:03:12;sshd;logout;user=user_7029 ip=10.0.24.151
2026-03-01T17:03:15;sshd;logout;user=user_4388 ip=10.0.113.215
2026-03-01T17:03:17;postgres;net_conn;dst=192.168.162.176:35134 proto=udp
2026-03-01T17:03:19;postgres;exec;cmd=/usr/bin/ps pid=27484
2026-03-01T17:03:20;nginx;file_read;path=/etc/hosts pid=27995
2026-03-01T17:03:23;systemd;exec;cmd=/usr/bin/python3 pid=29551
2026-03-01T17:03:24;postgres;login;user=user_9010 ip=10.0.245.122
2026-03-01T17:03:27;postgres;exec;cmd=/usr/bin/top pid=31902
2026-03-01T17:03:30;nginx;net_conn;dst=192.168.184.55:54773 proto=udp
2026-03-01T17:03:33;python3;net_conn;dst=192.168.104.35:12746 proto=udp
2026-03-01T17:03:36;bash;file_read;path=/var/log/syslog pid=31269
2026-03-01T17:03:37;systemd;net_conn;dst=192.168.184.136:8714 proto=udp
2026-03-01T17:03:40;sshd;net_conn;dst=192.168.255.30:22102 proto=udp
2026-03-01T17:03:41;bash;exec;cmd=/usr/bin/top pid=33790
2026-03-01T17:03:43;nginx;exec;cmd=/usr/sbin/logrotate pid=44930
2026-03-01T17:03:45;systemd;file_read;path=/var/log/syslog pid=22461
2026-03-01T17:03:46;systemd;file_read;path=/etc/hosts pid=57721
2026-03-01T17:03:48;backup-agent;file_write;path=/var/log/auth.log pid=23086
2026-03-01T17:03:51;postgres;net_conn;dst=192.168.241.82:50809 proto=tcp
2026-03-01T17:03:52;systemd;exec;cmd=/usr/bin/python3 pid=30926
2026-03-01T17:03:53;systemd;login;user=user_2188 ip=10.0.19.126
2026-03-01T17:03:56;bash;net_conn;dst=192.168.18.129:21249 proto=udp
2026-03-01T17:03:58;cron;login;user=user_1664 ip=10.0.174.53
2026-03-01T17:03:59;cron;exec;cmd=/usr/bin/python3 pid=2308
2026-03-01T17:04:02;postgres;file_read;path=/tmp/cache.db pid=25149
2026-03-01T17:04:03;cron;login;user=user_7570 ip=10.0.62.102
2026-03-01T17:04:06;backup-agent;exec;cmd=/usr/sbin/logrotate pid=2198
2026-03-01T17:04:08;cron;net_conn;dst=192.168.146.138:11231 proto=tcp
2026-03-01T17:04:09;nginx;exec;cmd=/usr/bin/python3 pid=57894
2026-03-01T17:04:10;python3;file_read;path=/tmp/cache.db pid=43974
2026-03-01T17:04:13;postgres;file_read;path=/etc/hosts pid=32467
2026-03-01T17:04:15;bash;net_conn;dst=192.168.0.175:30917 proto=tcp
2026-03-01T17:04:17;cron;exec;cmd=/usr/bin/python3 pid=54824
2026-03-01T17:04:19;systemd;file_write;path=/tmp/cache.db pid=41197
2026-03-01T17:04:22;systemd;login;user=user_0882 ip=10.0.135.95
2026-03-01T17:04:25;systemd;logout;user=user_4693 ip=10.0.48.190
2026-03-01T17:04:27;cron;file_read;path=/home/user/report.txt pid=17366
2026-03-01T17:04:29;cron;net_conn;dst=192.168.152.141:40144 proto=tcp
2026-03-01T17:04:30;backup-agent;file_write;path=/var/log/auth.log pid=54685
2026-03-01T17:04:32;bash;login;user=user_7475 ip=10.0.94.104
2026-03-01T17:04:34;python3;net_conn;dst=192.168.108.220:48297 proto=tcp
2026-03-01T17:04:36;backup-agent;file_read;path=/opt/app/config.yml pid=3542
2026-03-01T17:04:39;nginx;logout;user=user_8485 ip=10.0.42.164
2026-03-01T17:04:41;cron;file_write;path=/home/user/report.txt pid=26094
2026-03-01T17:04:43;python3;exec;cmd=/usr/bin/rsync pid=1075
2026-03-01T17:04:44;sshd;net_conn;dst=192.168.10.155:16960 proto=tcp
2026-03-01T17:04:47;bash;login;user=user_6900 ip=10.0.176.54
2026-03-01T17:04:49;cron;net_conn;dst=192.168.170.230:5767 proto=udp
2026-03-01T17:04:50;sshd;net_conn;dst=192.168.133.25:44019 proto=tcp
2026-03-01T17:04:53;cron;login;user=user_2210 ip=10.0.11.33
2026-03-01T17:04:56;backup-agent;exec;cmd=/usr/sbin/logrotate pid=2373
2026-03-01T17:04:58;python3;file_read;path=/var/log/syslog pid=48136
2026-03-01T17:04:59;postgres;file_read;path=/tmp/cache.db pid=3839
2026-03-01T17:05:01;cron;file_write;path=/var/log/syslog pid=28457
2026-03-01T17:05:02;systemd;exec;cmd=/usr/bin/top pid=51718
2026-03-01T17:05:03;cron;exec;cmd=/usr/bin/ps pid=65203
2026-03-01T17:05:05;postgres;net_conn;dst=192.168.129.229:65012 proto=udp
2026-03-01T17:05:08;systemd;login;user=user_6224 ip=10.0.255.20
2026-03-01T17:05:10;sshd;net_conn;dst=192.168.178.125:38955 proto=udp
2026-03-01T17:05:12;backup-agent;exec;cmd=/usr/sbin/logrotate pid=40573
2026-03-01T17:05:15;nginx;exec;cmd=/usr/sbin/logrotate pid=31240
2026-03-01T17:05:16;python3;net_conn;dst=192.168.37.225:45476 proto=udp
2026-03-01T17:05:19;systemd;exec;cmd=/usr/bin/rsync pid=18737
2026-03-01T17:05:21;python3;login;user=user_0660 ip=10.0.68.92
2026-03-01T17:05:24;postgres;exec;cmd=/usr/bin/python3 pid=10192
2026-03-01T17:05:27;python3;logout;user=user_8370 ip=10.0.40.107
2026-03-01T17:05:30;nginx;net_conn;dst=192.168.144.133:52450 proto=udp
2026-03-01T17:05:31;bash;exec;cmd=/usr/bin/ls pid=26787
2026-03-01T17:05:33;postgres;net_conn;dst=192.168.19.223:48562 proto=udp
2026-03-01T17:05:36;cron;net_conn;dst=192.168.118.107:23385 proto=udp
2026-03-01T17:05:37;backup-agent;exec;cmd=/usr/bin/python3 pid=34371
2026-03-01T17:05:38;cron;login;user=user_9749 ip=10.0.153.151
2026-03-01T17:05:39;nginx;file_read;path=/var/log/auth.log pid=43100
2026-03-01T17:05:41;systemd;exec;cmd=/usr/bin/rsync pid=49545
2026-03-01T17:05:44;systemd;login;user=user_9461 ip=10.0.179.51
2026-03-01T17:05:45;postgres;exec;cmd=/usr/bin/rsync pid=60090
2026-03-01T17:05:46;postgres;exec;cmd=/usr/bin/ps pid=28329
2026-03-01T17:05:49;python3;file_write;path=/tmp/cache.db pid=33929
2026-03-01T17:05:52;postgres;login;user=user_3742 ip=10.0.149.232
2026-03-01T17:05:54;sshd;login;user=user_3652 ip=10.0.15.77
2026-03-01T17:05:56;bash;net_conn;dst=192.168.108.200:21551 proto=udp
2026-03-01T17:05:57;bash;logout;user=user_3958 ip=10.0.171.28
2026-03-01T17:06:00;python3;login;user=user_1324 ip=10.0.245.218
2026-03-01T17:06:01;python3;net_conn;dst=192.168.36.58:2672 proto=udp
2026-03-01T17:06:02;cron;logout;user=user_1758 ip=10.0.79.105
2026-03-01T17:06:04;postgres;logout;user=user_2892 ip=10.0.209.174
2026-03-01T17:06:05;systemd;file_read;path=/tmp/cache.db pid=47393
2026-03-01T17:06:07;systemd;file_read;path=/tmp/cache.db pid=31681
2026-03-01T17:06:08;cron;login;user=user_3081 ip=10.0.4.50
2026-03-01T17:06:11;nginx;logout;user=user_0609 ip=10.0.173.157
2026-03-01T17:06:14;backup-agent;net_conn;dst=192.168.185.192:59816 proto=udp
2026-03-01T17:06:17;bash;net_conn;dst=192.168.42.67:16227 proto=udp
2026-03-01T17:06:19;cron;exec;cmd=/usr/bin/ps pid=24952
2026-03-01T17:06:22;nginx;file_write;path=/etc/hosts pid=8020
2026-03-01T17:06:24;systemd;logout;user=user_2119 ip=10.0.186.58
2026-03-01T17:06:25;bash;logout;user=user_1595 ip=10.0.173.141
2026-03-01T17:06:26;sshd;login;user=user_6528 ip=10.0.69.118
2026-03-01T17:06:29;backup-agent;login;user=user_6963 ip=10.0.49.31
2026-03-01T17:06:30;sshd;net_conn;dst=192.168.247.193:49510 proto=tcp
2026-03-01T17:06:31;systemd;login;user=user_1337 ip=10.0.112.120
2026-03-01T17:06:32;cron;login;user=user_4040 ip=10.0.236.212
2026-03-01T17:06:35;postgres;login;user=user_3424 ip=10.0.61.164
2026-03-01T17:06:37;python3;login;user=user_1601 ip=10.0.4.8
2026-03-01T17:06:39;bash;logout;user=user_9808 ip=10.0.181.169
2026-03-01T17:06:42;postgres;logout;user=user_6943 ip=10.0.136.5
2026-03-01T17:06:43;sshd;file_read;path=/home/user/report.txt pid=21944
2026-03-01T17:06:46;systemd;net_conn;dst=192.168.52.201:28464 proto=udp
2026-03-01T17:06:49;postgres;exec;cmd=/usr/bin/ls pid=58794
2026-03-01T17:06:51;cron;login;user=user_1821 ip=10.0.26.109
2026-03-01T17:06:52;postgres;net_conn;dst=192.168.202.21:32794 proto=udp
2026-03-01T17:06:54;sshd;exec;cmd=/usr/bin/ls pid=39682
2026-03-01T17:06:56;nginx;login;user=user_8309 ip=10.0.102.155
2026-03-01T17:06:58;postgres;net_conn;dst=192.168.162.40:29541 proto=udp
2026-03-01T17:07:00;cron;file_read;path=/etc/hosts pid=17178
2026-03-01T17:07:02;sshd;net_conn;dst=192.168.38.34:5551 proto=udp
2026-03-01T17:07:04;backup-agent;net_conn;dst=192.168.13.92:27597 proto=tcp
2026-03-01T17:07:06;nginx;exec;cmd=/usr/bin/ls pid=8653
2026-03-01T17:07:07;postgres;exec;cmd=/usr/bin/top pid=20316
2026-03-01T17:07:10;postgres;logout;user=user_1950 ip=10.0.54.11
2026-03-01T17:07:12;backup-agent;exec;cmd=/usr/sbin/logrotate pid=8454
2026-03-01T17:07:14;backup-agent;net_conn;dst=192.168.86.143:50744 proto=tcp
2026-03-01T17:07:17;nginx;file_read;path=/tmp/cache.db pid=12888
2026-03-01T17:07:19;cron;login;user=user_9487 ip=10.0.94.120
2026-03-01T17:07:21;systemd;exec;cmd=/usr/bin/rsync pid=64384
2026-03-01T17:07:24;python3;net_conn;dst=192.168.232.40:10891 proto=udp
2026-03-01T17:07:25;backup-agent;login;user=user_9147 ip=10.0.160.98
2026-03-01T17:07:27;cron;logout;user=user_5355 ip=10.0.96.185
2026-03-01T17:07:29;systemd;login;user=user_8443 ip=10.0.208.22
2026-03-01T17:07:32;cron;file_write;path=/var/log/auth.log pid=4164
2026-03-01T17:07:35;bash;logout;user=user_1341 ip=10.0.162.170
2026-03-01T17:07:37;backup-agent;logout;user=user_6472 ip=10.0.153.125
2026-03-01T17:07:38;bash;file_write;path=/tmp/cache.db pid=9958
2026-03-01T17:07:41;systemd;login;user=user_1495 ip=10.0.200.224
2026-03-01T17:07:44;nginx;file_write;path=/opt/app/config.yml pid=60288
2026-03-01T17:07:45;python3;login;user=user_5362 ip=10.0.44.140
2026-03-01T17:07:47;postgres;file_read;path=/etc/hosts pid=52375
2026-03-01T17:07:49;nginx;file_read;path=/home/user/report.txt pid=1688
2026-03-01T17:07:52;backup-agent;net_conn;dst=192.168.0.85:50970 proto=tcp
2026-03-01T17:07:53;backup-agent;exec;cmd=/usr/bin/top pid=44638
2026-03-01T17:07:55;postgres;file_write;path=/tmp/cache.db pid=42819
2026-03-01T17:07:57;cron;file_read;path=/home/user/report.txt pid=22514
2026-03-01T17:07:58;cron;net_conn;dst=192.168.193.234:48794 proto=udp
2026-03-01T17:07:59;postgres;file_read;path=/tmp/cache.db pid=39708
2026-03-01T17:08:00;bash;login;user=user_9269 ip=10.0.107.105
2026-03-01T17:08:02;systemd;file_write;path=/var/log/auth.log pid=49511
2026-03-01T17:08:03;nginx;login;user=user_6769 ip=10.0.152.234
2026-03-01T17:08:04;python3;file_write;path=/tmp/cache.db pid=53056
2026-03-01T17:08:05;python3;login;user=user_8475 ip=10.0.199.0
2026-03-01T17:08:08;nginx;logout;user=user_7299 ip=10.0.143.223
2026-03-01T17:08:11;postgres;file_read;path=/home/user/report.txt pid=43409
2026-03-01T17:08:13;nginx;file_read;path=/var/log/syslog pid=27728
2026-03-01T17:08:15;nginx;file_read;path=/var/log/syslog pid=27212
2026-03-01T17:08:17;backup-agent;net_conn;dst=192.168.240.64:38161 proto=udp
2026-03-01T17:08:18;systemd;exec;cmd=/usr/bin/ls pid=44906
2026-03-01T17:08:19;python3;file_write;path=/home/user/report.txt pid=16532
2026-03-01T17:08:22;bash;logout;user=user_7018 ip=10.0.219.213
2026-03-01T17:08:24;bash;exec;cmd=/usr/bin/ls pid=47116
2026-03-01T17:08:25;sshd;net_conn;dst=192.168.235.54:39579 proto=tcp
2026-03-01T17:08:28;sshd;net_conn;dst=192.168.195.131:54009 proto=tcp
2026-03-01T17:08:30;nginx;exec;cmd=/usr/bin/ls pid=5265
2026-03-01T17:08:31;python3;net_conn;dst=192.168.236.107:8126 proto=udp
2026-03-01T17:08:34;sshd;logout;user=user_3285 ip=10.0.13.61
2026-03-01T17:08:37;nginx;login;user=user_3962 ip=10.0.95.66
2026-03-01T17:08:39;postgres;exec;cmd=/usr/bin/ps pid=33875
2026-03-01T17:08:40;bash;file_write;path=/etc/hosts pid=37123
2026-03-01T17:08:43;bash;file_write;path=/tmp/cache.db pid=42096
2026-03-01T17:08:44;sshd;file_write;path=/opt/app/config.yml pid=57731
2026-03-01T17:08:46;bash;exec;cmd=/usr/sbin/logrotate pid=13464
2026-03-01T17:08:49;backup-agent;net_conn;dst=192.168.144.131:7590 proto=tcp
2026-03-01T17:08:50;cron;exec;cmd=/usr/bin/ps pid=54689
2026-03-01T17:08:53;systemd;logout;user=user_6245 ip=10.0.166.4
2026-03-01T17:08:56;systemd;login;user=user_3360 ip=10.0.252.163
2026-03-01T17:08:57;postgres;file_write;path=/home/user/report.txt pid=55012
2026-03-01T17:08:59;python3;file_write;path=/home/user/report.txt pid=40345
2026-03-01T17:09:02;bash;login;user=user_8337 ip=10.0.66.231
2026-03-01T17:09:05;cron;login;user=user_3528 ip=10.0.234.124
2026-03-01T17:09:06;backup-agent;exec;cmd=/usr/bin/rsync pid=50075
2026-03-01T17:09:09;nginx;exec;cmd=/usr/sbin/logrotate pid=39931
2026-03-01T17:09:10;backup-agent;logout;user=user_8548 ip=10.0.66.217
2026-03-01T17:09:12;nginx;file_read;path=/var/log/syslog pid=6822
2026-03-01T17:09:14;backup-agent;net_conn;dst=192.168.100.13:46705 proto=udp
2026-03-01T17:09:15;backup-agent;exec;cmd=/usr/bin/python3 pid=38879
2026-03-01T17:09:17;systemd;file_read;path=/home/user/report.txt pid=24700
2026-03-01T17:09:19;sshd;file_read;path=/var/log/syslog pid=26755
2026-03-01T17:09:22;sshd;login;user=user_1775 ip=10.0.236.198
2026-03-01T17:09:24;postgres;exec;cmd=/usr/bin/ls pid=32199
2026-03-01T17:09:27;python3;exec;cmd=/usr/bin/python3 pid=41320
2026-03-01T17:09:29;postgres;net_conn;dst=192.168.225.254:31032 proto=tcp
2026-03-01T17:09:30;nginx;net_conn;dst=192.168.178.14:24804 proto=tcp
2026-03-01T17:09:31;systemd;net_conn;dst=192.168.184.46:56155 proto=tcp
2026-03-01T17:09:34;systemd;exec;cmd=/usr/bin/ps pid=9064
2026-03-01T17:09:37;python3;exec;cmd=/usr/bin/ls pid=21808
2026-03-01T17:09:39;backup-agent;file_write;path=/etc/hosts pid=31876
2026-03-01T17:09:41;nginx;net_conn;dst=192.168.175.254:54665 proto=udp
2026-03-01T17:09:42;postgres;net_conn;dst=192.168.164.164:41446 proto=tcp
2026-03-01T17:09:44;nginx;net_conn;dst=192.168.12.38:3505 proto=udp
2026-03-01T17:09:45;sshd;file_read;path=/home/user/report.txt pid=36087
2026-03-01T17:09:47;python3;net_conn;dst=192.168.185.243:22163 proto=tcp
2026-03-01T17:09:48;nginx;file_read;path=/etc/hosts pid=54417
2026-03-01T17:09:50;bash;logout;user=user_3209 ip=10.0.159.67
2026-03-01T17:09:51;nginx;exec;cmd=/usr/bin/rsync pid=16881
2026-03-01T17:09:53;cron;exec;cmd=/usr/sbin/logrotate pid=6385
2026-03-01T17:09:55;python3;exec;cmd=/usr/bin/rsync pid=64075
2026-03-01T17:09:58;cron;exec;cmd=/usr/sbin/logrotate pid=63539
2026-03-01T17:10:01;cron;logout;user=user_7143 ip=10.0.223.140
2026-03-01T17:10:02;cron;file_read;path=/etc/hosts pid=12447
2026-03-01T17:10:04;sshd;file_read;path=/home/user/report.txt pid=18462
2026-03-01T17:10:07;python3;login;user=user_3879 ip=10.0.78.52
2026-03-01T17:10:10;backup-agent;logout;user=user_2283 ip=10.0.177.69
